ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
7107,Smartphones,Apple,658,69,Female,6,1,1
7108,Headphones,Samsung,599,61,Female,15,1,1
7109,Smartphones,Samsung,727,19,Male,17,3,0
7110,Laptops,Other Brands,1535,27,Male,13,5,0
7111,Tablets,Apple,284,37,Female,5,2,1
7112,Tablets,Other Brands,2845,59,Female,11,3,1
7113,Smartphones,Sony,361,38,Male,3,1,0
7114,Laptops,Other Brands,1919,48,Male,4,2,0
7115,Smartphones,Other Brands,1772,65,Female,1,2,1
7116,Laptops,Apple,1603,23,Female,15,2,0
7117,Tablets,Samsung,2492,47,Female,14,4,1
7118,Smartphones,Apple,1075,63,Female,19,5,1
7119,Headphones,Sony,817,68,Male,6,2,0
7120,Tablets,Apple,199,26,Male,12,5,0
7121,Tablets,Samsung,482,52,Female,13,2,1
7122,Headphones,Apple,1525,48,Female,9,4,1
7123,Smartphones,Sony,692,69,Male,8,1,0
7124,Headphones,HP,1855,59,Female,12,5,1
7125,Laptops,Other Brands,1420,29,Male,1,4,0
7126,Smart Watches,HP,2023,20,Male,14,5,0
7127,Tablets,HP,1769,31,Female,4,2,1
7128,Tablets,Apple,2510,38,Female,12,3,1
7129,Headphones,Apple,842,60,Female,10,5,1
7130,Smart Watches,Samsung,1264,31,Female,19,2,1
7131,Smart Watches,Other Brands,2527,68,Female,6,3,1
7132,Laptops,HP,1897,25,Female,2,1,0
7133,Smart Watches,Apple,2002,44,Female,12,2,1
7134,Headphones,Samsung,1822,50,Female,13,1,1
7135,Laptops,Sony,895,38,Male,14,2,0
7136,Smart Watches,Sony,2036,38,Male,19,5,1
7137,Laptops,Other Brands,2568,58,Male,3,1,0
7138,Smartphones,Sony,2789,68,Male,19,5,1
7139,Tablets,HP,1008,21,Female,9,1,0
7140,Tablets,Other Brands,2331,21,Female,11,3,0
7141,Tablets,Samsung,2477,41,Male,17,4,1
7142,Smart Watches,Other Brands,1180,23,Female,12,1,0
7143,Tablets,Samsung,1719,28,Female,4,5,1
7144,Smart Watches,Samsung,456,40,Female,7,3,1
7145,Headphones,HP,2794,38,Female,6,1,1
7146,Smartphones,HP,1552,34,Male,10,2,0
7147,Laptops,Apple,1790,67,Male,6,2,0
7148,Headphones,HP,131,67,Female,12,4,1
7149,Laptops,Samsung,2099,40,Female,16,3,1
7150,Laptops,Samsung,1049,55,Male,19,1,0
7151,Laptops,Samsung,1597,48,Male,6,1,0
7152,Smartphones,Apple,372,30,Female,6,2,0
7153,Smartphones,Other Brands,2017,65,Female,19,5,1
7154,Laptops,Samsung,197,60,Female,18,5,1
7155,Tablets,Samsung,2423,32,Female,15,5,1
7156,Smartphones,HP,960,36,Male,6,4,1
7157,Laptops,Apple,2116,44,Male,5,1,0
7158,Tablets,HP,790,60,Female,3,1,1
7159,Headphones,Sony,2593,31,Male,4,1,0
7160,Laptops,Other Brands,713,39,Female,14,5,1
7161,Laptops,Samsung,536,44,Female,1,3,1
7162,Laptops,Sony,2198,24,Female,8,2,0
7163,Tablets,Apple,1111,51,Female,18,1,1
7164,Laptops,HP,1522,50,Female,19,2,1
7165,Laptops,HP,2374,43,Male,5,1,0
7166,Headphones,Sony,261,69,Female,8,2,1
7167,Laptops,Apple,1649,18,Female,12,1,0
7168,Tablets,HP,347,26,Female,7,2,0
7169,Laptops,HP,1042,62,Male,19,2,0
7170,Smartphones,Sony,866,23,Female,11,5,1
7171,Laptops,Apple,1827,38,Female,14,2,1
7172,Headphones,HP,2444,45,Male,19,5,1
7173,Smart Watches,Samsung,1053,20,Male,15,4,0
7174,Laptops,Sony,2870,43,Female,13,2,1
7175,Headphones,Sony,1940,44,Female,2,2,1
7176,Laptops,Other Brands,1910,39,Male,4,4,1
7177,Laptops,HP,2450,27,Male,5,5,0
7178,Laptops,Samsung,2948,36,Male,13,1,0
7179,Headphones,Other Brands,2160,59,Male,19,1,0
7180,Tablets,HP,982,52,Male,14,1,0
7181,Smart Watches,HP,309,27,Male,14,1,0
7182,Smartphones,Sony,2343,20,Male,5,2,0
7183,Laptops,HP,1492,56,Male,10,2,0
7184,Tablets,HP,664,36,Male,7,2,0
7185,Laptops,Samsung,430,38,Female,3,5,1
7186,Smartphones,Other Brands,2289,34,Male,4,1,0
7187,Smart Watches,HP,1126,36,Female,7,2,1
7188,Headphones,HP,2218,22,Female,4,1,0
7189,Tablets,Other Brands,255,44,Male,4,5,1
7190,Headphones,Other Brands,1214,42,Male,18,5,1
7191,Laptops,Other Brands,1403,63,Female,12,3,1
7192,Laptops,HP,1833,30,Male,3,1,0
7193,Smart Watches,Samsung,1420,60,Male,7,3,0
7194,Laptops,Sony,915,18,Female,19,5,1
7195,Smart Watches,Other Brands,1182,50,Male,8,5,1
7196,Laptops,Sony,1260,52,Female,2,4,1
7197,Headphones,HP,2159,31,Male,7,3,0
7198,Smart Watches,Sony,2538,61,Male,4,4,1
7199,Laptops,Other Brands,1802,23,Male,2,2,0
7200,Smartphones,Sony,343,22,Male,9,2,0
7201,Smartphones,Sony,2086,18,Female,13,5,1
7202,Tablets,Sony,202,57,Male,4,5,1
7203,Smartphones,HP,2957,42,Male,5,2,0
7204,Tablets,Apple,1530,30,Male,9,5,0
7205,Smartphones,Sony,679,48,Female,2,4,1
7206,Tablets,Other Brands,2776,51,Female,7,1,1
7207,Laptops,Apple,1717,52,Male,12,5,1
7208,Tablets,Apple,1867,36,Female,12,4,1
7209,Headphones,Sony,915,48,Female,14,1,1
7210,Smart Watches,HP,1988,68,Female,4,4,1
7211,Laptops,HP,2493,69,Female,2,2,1
7212,Tablets,Sony,386,32,Male,10,1,0
7213,Tablets,Sony,1471,18,Female,12,5,1
7214,Headphones,Samsung,328,41,Male,9,5,1
7215,Tablets,Other Brands,2255,28,Female,17,1,0
7216,Tablets,Samsung,1501,52,Male,15,3,0
7217,Smartphones,Sony,1345,25,Female,3,2,0
7218,Laptops,Samsung,1507,34,Male,18,2,0
7219,Headphones,Sony,2197,42,Male,14,4,1
7220,Headphones,Sony,162,26,Male,19,4,0
7221,Tablets,Apple,1739,39,Male,15,2,0
7222,Smart Watches,HP,2637,62,Female,19,4,1
7223,Laptops,Other Brands,2659,54,Male,5,3,0
7224,Smart Watches,Samsung,1749,24,Male,18,2,0
7225,Laptops,Apple,2006,62,Male,15,2,0
7226,Smart Watches,Other Brands,2708,49,Female,8,4,1
7227,Headphones,Other Brands,176,59,Male,7,5,1
7228,Headphones,Other Brands,1339,39,Male,17,4,1
7229,Laptops,Other Brands,1869,53,Female,12,3,1
7230,Smart Watches,Other Brands,621,40,Female,11,4,1
7231,Laptops,HP,2035,49,Male,3,3,0
7232,Tablets,Sony,773,21,Male,10,4,0
7233,Smartphones,Samsung,2545,62,Female,3,1,1
7234,Tablets,Sony,2377,21,Female,12,5,1
7235,Smart Watches,Other Brands,503,39,Female,14,4,1
7236,Smartphones,Other Brands,1078,23,Female,13,1,0
7237,Smart Watches,HP,1219,45,Male,7,4,1
7238,Tablets,Samsung,2825,61,Female,17,4,1
7239,Headphones,Samsung,2538,46,Male,3,1,0
7240,Smart Watches,Other Brands,1067,25,Male,9,4,0
7241,Tablets,Sony,732,54,Male,14,1,0
7242,Smartphones,Samsung,1592,43,Male,19,1,0
7243,Smartphones,Other Brands,2593,62,Male,15,4,1
7244,Smart Watches,Other Brands,1653,67,Female,8,5,1
7245,Tablets,Other Brands,537,24,Male,13,4,0
7246,Laptops,Samsung,476,28,Female,5,1,0
7247,Smartphones,Samsung,1899,69,Female,8,3,1
7248,Laptops,Sony,2485,62,Male,6,1,0
7249,Smartphones,HP,1330,51,Male,16,2,0
7250,Smartphones,Samsung,313,25,Female,8,1,0
7251,Tablets,Other Brands,2019,40,Female,12,2,1
7252,Tablets,Samsung,1981,23,Male,9,5,0
7253,Tablets,Apple,900,29,Female,18,1,0
7254,Laptops,HP,2107,49,Female,1,1,1
7255,Laptops,Other Brands,278,31,Male,12,2,0
7256,Tablets,HP,2239,51,Female,11,5,1
7257,Headphones,Apple,225,58,Female,13,4,1
7258,Headphones,Sony,324,59,Female,17,5,1
7259,Headphones,Samsung,2234,48,Female,5,3,1
7260,Tablets,HP,2825,35,Female,1,4,1
7261,Laptops,HP,2542,28,Female,16,2,0
7262,Smartphones,HP,333,20,Female,8,2,0
7263,Tablets,Apple,1759,20,Male,11,4,0
7264,Smartphones,Samsung,956,35,Male,8,1,0
7265,Tablets,Sony,103,65,Female,7,5,1
7266,Smartphones,Samsung,2276,40,Female,16,4,1
7267,Smart Watches,Apple,688,29,Female,7,3,0
7268,Smartphones,Samsung,2395,26,Male,17,5,0
7269,Tablets,Samsung,2588,37,Female,11,1,1
7270,Smartphones,Sony,376,67,Female,12,1,1
7271,Smartphones,HP,716,32,Female,12,5,1
7272,Smart Watches,Apple,1724,37,Female,17,3,1
7273,Smart Watches,Apple,1301,36,Male,3,5,1
7274,Smart Watches,Samsung,2170,49,Female,2,2,1
7275,Smart Watches,Other Brands,2690,29,Female,9,2,0
7276,Smart Watches,HP,2169,65,Female,8,4,1
7277,Smart Watches,Sony,2382,59,Male,7,2,0
7278,Smart Watches,Sony,2576,56,Male,8,3,0
7279,Smartphones,Other Brands,2066,33,Female,10,5,1
7280,Headphones,Sony,1674,50,Male,16,1,0
7281,Smart Watches,Sony,2146,49,Female,12,5,1
7282,Tablets,Samsung,435,37,Male,11,3,0
7283,Tablets,Apple,571,61,Female,1,4,1
7284,Smart Watches,Samsung,230,22,Female,7,4,1
7285,Smartphones,Apple,711,53,Male,14,2,0
7286,Laptops,Apple,1890,53,Male,7,2,0
7287,Laptops,Other Brands,1431,28,Female,17,1,0
7288,Smartphones,Sony,654,64,Female,17,3,1
7289,Tablets,Other Brands,421,65,Male,17,1,0
7290,Smart Watches,HP,2377,29,Male,12,4,0
7291,Smartphones,HP,653,38,Female,17,3,1
7292,Smart Watches,Samsung,2280,28,Female,9,2,0
7293,Tablets,HP,2628,39,Male,4,3,0
7294,Smart Watches,HP,1459,46,Female,7,5,1
7295,Smart Watches,HP,1914,57,Female,15,3,1
7296,Smart Watches,Sony,1897,42,Male,5,1,0
7297,Tablets,Samsung,1369,38,Female,7,3,1
7298,Smartphones,Samsung,916,69,Female,14,4,1
7299,Tablets,Other Brands,126,38,Male,18,5,1
7300,Smartphones,Apple,494,48,Male,11,5,1
7301,Laptops,Apple,1311,34,Male,6,2,0
7302,Smart Watches,Apple,1802,56,Male,12,3,0
7303,Smart Watches,Apple,543,50,Male,4,1,0
7304,Smartphones,Samsung,1190,66,Male,17,4,1
7305,Headphones,Sony,355,18,Male,2,4,0
7306,Smart Watches,Other Brands,2237,49,Female,8,2,1
7307,Smartphones,Apple,2469,29,Male,11,3,0
7308,Smart Watches,Other Brands,1212,67,Female,7,1,1
7309,Laptops,Sony,1830,59,Female,9,1,1
7310,Tablets,Apple,1861,18,Female,18,4,1
7311,Headphones,HP,1217,52,Male,11,3,0
7312,Smartphones,Apple,2030,63,Female,15,1,1
7313,Headphones,HP,236,26,Female,7,5,1
7314,Laptops,Sony,2121,19,Male,11,3,0
7315,Tablets,HP,145,64,Female,18,2,1
7316,Smart Watches,Apple,493,63,Female,9,1,1
7317,Laptops,Sony,260,48,Female,5,2,1
7318,Smart Watches,Samsung,2509,38,Female,8,3,1
7319,Smartphones,Apple,316,35,Female,14,5,1
7320,Laptops,HP,402,24,Male,12,4,0
7321,Laptops,Apple,2786,51,Male,8,1,0
7322,Laptops,Apple,207,66,Male,16,4,1
7323,Smart Watches,Samsung,2135,43,Female,2,1,1
7324,Smartphones,Other Brands,2529,56,Female,7,4,1
7325,Smart Watches,HP,1620,47,Male,13,1,0
7326,Laptops,Other Brands,2683,47,Female,14,3,1
7327,Laptops,HP,2449,45,Male,1,5,1
7328,Laptops,Apple,1979,59,Male,5,5,1
7329,Smartphones,Sony,371,39,Female,13,5,1
7330,Smart Watches,Other Brands,232,55,Male,5,3,0
7331,Smartphones,Samsung,311,67,Female,6,1,1
7332,Smartphones,Other Brands,2029,66,Male,4,5,1
7333,Smartphones,HP,871,69,Female,4,5,1
7334,Smartphones,Sony,713,32,Male,9,1,0
7335,Tablets,Other Brands,641,54,Male,4,5,1
7336,Laptops,Apple,1184,56,Female,11,3,1
7337,Tablets,Other Brands,520,58,Female,17,3,1
7338,Smartphones,Other Brands,1608,36,Male,1,4,1
7339,Headphones,Samsung,1965,44,Female,6,1,1
7340,Laptops,Apple,1262,46,Female,18,4,1
7341,Tablets,Apple,1325,25,Male,6,2,0
7342,Headphones,Samsung,990,59,Female,19,4,1
7343,Smartphones,Other Brands,1796,37,Male,5,1,0
7344,Smartphones,HP,2597,49,Male,15,4,1
7345,Tablets,Sony,2037,58,Male,3,2,0
7346,Laptops,Other Brands,1291,50,Female,19,5,1
7347,Laptops,HP,1817,30,Male,16,2,0
7348,Headphones,Other Brands,591,46,Female,17,3,1
7349,Laptops,HP,559,47,Male,7,5,1
7350,Smart Watches,Other Brands,1673,57,Female,17,3,1
7351,Smart Watches,Sony,491,39,Male,18,3,0
7352,Smartphones,Apple,1904,38,Male,14,5,1
7353,Smart Watches,Samsung,916,42,Male,6,5,1
7354,Tablets,Samsung,1294,30,Female,15,1,0
7355,Tablets,HP,454,52,Female,14,1,1
7356,Smartphones,Sony,1996,60,Male,17,2,0
7357,Smart Watches,Sony,1032,46,Female,16,3,1
7358,Smart Watches,Sony,1987,18,Female,9,4,1
7359,Tablets,Other Brands,2362,21,Male,12,1,0
7360,Smart Watches,Apple,2869,67,Male,16,4,1
7361,Headphones,HP,2949,47,Male,18,3,0
7362,Smart Watches,HP,1596,34,Female,9,4,1
7363,Laptops,Apple,162,54,Female,2,4,1
7364,Tablets,Other Brands,171,29,Male,13,1,0
7365,Laptops,Apple,2407,44,Female,11,2,1
7366,Smart Watches,Sony,1513,34,Male,11,3,0
7367,Smartphones,Other Brands,2721,63,Male,5,2,0
7368,Headphones,Apple,2019,61,Female,18,3,1
7369,Smartphones,Sony,2061,29,Female,1,1,0
7370,Smartphones,Sony,587,27,Female,13,5,1
7371,Tablets,Apple,116,23,Male,8,2,0
7372,Smart Watches,HP,187,19,Male,8,4,0
7373,Tablets,Samsung,1453,69,Female,4,3,1
7374,Headphones,Samsung,511,18,Female,9,4,1
7375,Tablets,Apple,462,57,Male,9,2,0
7376,Headphones,Samsung,1146,43,Male,4,5,1
7377,Laptops,HP,1050,69,Male,11,1,0
7378,Laptops,Sony,1691,59,Female,11,1,1
7379,Headphones,Apple,2556,67,Female,7,1,1
7380,Smart Watches,HP,2103,30,Female,6,5,1
7381,Tablets,Other Brands,2947,18,Female,18,2,0
7382,Smartphones,Sony,2702,20,Male,2,2,0
7383,Laptops,HP,2380,40,Female,11,5,1
7384,Headphones,Sony,979,26,Male,16,1,0
7385,Tablets,Sony,861,51,Female,11,3,1
7386,Headphones,Other Brands,1350,42,Male,6,2,0
7387,Headphones,Other Brands,1682,58,Male,9,4,1
7388,Tablets,Samsung,2289,36,Male,2,5,1
7389,Headphones,HP,446,30,Male,19,1,0
7390,Smartphones,Apple,1349,57,Female,6,5,1
7391,Smartphones,Sony,215,54,Female,8,2,1
7392,Tablets,HP,1618,57,Female,3,3,1
7393,Tablets,HP,2118,53,Female,1,4,1
7394,Tablets,Other Brands,2120,28,Male,10,3,0
7395,Smartphones,Sony,1047,45,Female,9,4,1
7396,Laptops,Samsung,1022,65,Female,6,3,1
7397,Tablets,Samsung,2053,64,Female,13,4,1
7398,Tablets,Sony,2594,36,Male,19,2,0
7399,Tablets,Apple,2316,39,Female,9,4,1
7400,Headphones,Other Brands,1020,22,Female,13,4,1
7401,Smartphones,Sony,781,53,Female,3,3,1
7402,Tablets,Other Brands,2205,57,Female,13,5,1
7403,Tablets,Samsung,1475,25,Male,3,5,0
7404,Headphones,Sony,2119,34,Female,17,1,1
7405,Headphones,Apple,1229,38,Male,1,5,1
7406,Tablets,Samsung,113,26,Male,6,5,0
7407,Headphones,HP,1458,40,Female,13,1,1
7408,Smart Watches,Sony,1548,56,Female,4,3,1
7409,Laptops,Other Brands,1977,58,Male,3,3,0
7410,Tablets,Sony,2115,48,Male,18,5,1
7411,Tablets,Sony,2878,52,Female,6,3,1
7412,Smartphones,Sony,2765,38,Male,9,3,0
7413,Smartphones,Other Brands,213,30,Female,5,1,0
7414,Tablets,Other Brands,827,23,Female,8,5,1
7415,Smart Watches,HP,1398,67,Male,5,2,0
7416,Tablets,HP,2066,57,Male,1,3,0
7417,Smartphones,Apple,611,28,Female,7,5,1
7418,Headphones,HP,616,68,Female,8,1,1
7419,Headphones,HP,2327,30,Male,10,5,0
7420,Smart Watches,Apple,1020,23,Male,11,1,0
7421,Tablets,Sony,948,27,Male,13,5,0
7422,Tablets,Sony,154,31,Male,11,4,1
7423,Tablets,Samsung,2136,51,Female,4,2,1
7424,Smart Watches,Sony,1585,39,Female,16,1,1
7425,Smartphones,Sony,1056,21,Male,1,2,0
7426,Headphones,Samsung,1949,25,Male,15,3,0
7427,Headphones,Other Brands,2013,27,Female,4,5,1
7428,Tablets,HP,2880,58,Male,9,1,0
7429,Laptops,HP,2151,25,Female,19,2,0
7430,Smartphones,Other Brands,1678,32,Male,9,4,1
7431,Smart Watches,Other Brands,581,54,Female,14,3,1
7432,Smartphones,Apple,2890,26,Female,10,3,0
7433,Tablets,Samsung,885,40,Male,12,4,1
7434,Laptops,Other Brands,905,35,Male,7,5,1
7435,Laptops,Other Brands,718,60,Male,17,4,1
7436,Headphones,Other Brands,2671,45,Female,2,2,1
7437,Tablets,HP,2551,39,Male,3,2,0
7438,Laptops,Other Brands,811,34,Female,9,4,1
7439,Smartphones,HP,154,35,Male,4,4,1
7440,Tablets,Samsung,1687,18,Male,2,4,0
7441,Laptops,Sony,947,53,Male,5,1,0
7442,Smart Watches,HP,1009,60,Female,17,1,1
7443,Smart Watches,Other Brands,316,22,Male,8,5,0
7444,Tablets,HP,325,45,Female,15,3,1
7445,Smart Watches,HP,2421,40,Female,7,4,1
7446,Headphones,Other Brands,1145,58,Male,9,3,0
7447,Smartphones,HP,1366,63,Male,7,5,1
7448,Smart Watches,Other Brands,596,58,Male,3,1,0
7449,Smart Watches,HP,780,19,Male,8,1,0
7450,Smartphones,Samsung,1091,50,Female,15,1,1
7451,Headphones,Other Brands,1217,40,Female,16,2,1
7452,Laptops,HP,1025,63,Female,5,1,1
7453,Tablets,Other Brands,509,53,Male,7,3,0
7454,Laptops,Apple,221,43,Male,18,3,0
7455,Laptops,Samsung,1731,44,Female,13,4,1
7456,Tablets,Samsung,635,25,Male,14,3,0
7457,Laptops,Other Brands,599,65,Male,14,4,1
7458,Tablets,Apple,2740,35,Female,7,3,1
7459,Headphones,Apple,2332,55,Male,2,5,1
7460,Tablets,Apple,956,38,Male,4,5,1
7461,Smartphones,Other Brands,2764,19,Female,4,3,0
7462,Laptops,Apple,840,67,Female,18,1,1
7463,Smartphones,HP,1968,23,Male,14,4,0
7464,Smart Watches,Other Brands,186,19,Female,19,1,0
7465,Laptops,HP,199,50,Male,17,5,1
7466,Smart Watches,Samsung,1450,57,Female,16,2,1
7467,Smartphones,Other Brands,700,52,Male,11,4,1
7468,Laptops,Other Brands,2309,26,Male,5,3,0
7469,Headphones,HP,2209,25,Female,10,3,0
7470,Smartphones,Sony,232,33,Female,15,2,1
7471,Smartphones,Sony,1260,69,Male,8,1,0
7472,Headphones,Apple,1538,65,Female,14,1,1
7473,Smart Watches,HP,2598,50,Male,13,2,0
7474,Laptops,Samsung,675,29,Female,1,3,0
7475,Smartphones,HP,1228,33,Male,4,5,1
7476,Smartphones,Sony,178,38,Male,18,5,1
7477,Laptops,HP,2182,36,Female,13,5,1
7478,Smart Watches,Samsung,2027,63,Female,11,1,1
7479,Tablets,HP,352,54,Male,14,3,0
7480,Smart Watches,Sony,895,40,Female,7,5,1
7481,Smartphones,Apple,1948,57,Female,2,4,1
7482,Smartphones,Other Brands,1165,61,Female,18,2,1
7483,Smartphones,Other Brands,2305,56,Male,1,3,0
7484,Smart Watches,Sony,1180,48,Male,6,1,0
7485,Smart Watches,HP,356,20,Male,1,1,0
7486,Laptops,Other Brands,2455,35,Female,14,5,1
7487,Tablets,HP,1448,29,Male,16,5,0
7488,Smart Watches,HP,123,46,Male,10,4,1
7489,Tablets,HP,739,48,Female,1,2,1
7490,Headphones,Sony,1481,37,Male,6,4,1
7491,Smartphones,Apple,994,43,Female,4,2,1
7492,Laptops,Samsung,393,24,Male,9,1,0
7493,Smartphones,Apple,1904,65,Female,17,4,1
7494,Laptops,Sony,323,69,Male,11,2,0
7495,Tablets,HP,749,51,Male,7,5,1
7496,Smartphones,Sony,1638,57,Male,3,4,1
7497,Headphones,Apple,2147,30,Female,7,5,1
7498,Tablets,Apple,1452,50,Female,10,2,1
7499,Laptops,HP,1144,43,Female,15,4,1
7500,Tablets,Apple,997,22,Female,3,2,0
7501,Tablets,Sony,314,40,Male,19,1,0
7502,Smartphones,Samsung,473,39,Female,3,2,1
7503,Headphones,Sony,2180,39,Female,2,2,1
7504,Tablets,HP,831,45,Female,10,1,1
7505,Smart Watches,Sony,2542,29,Male,5,4,0
7506,Smart Watches,HP,1182,30,Female,19,5,1
7507,Tablets,Apple,504,54,Female,4,4,1
7508,Headphones,Apple,576,35,Male,7,4,1
7509,Tablets,Samsung,1808,34,Male,7,3,0
7510,Laptops,Sony,2731,26,Male,11,5,0
7511,Laptops,Samsung,2984,24,Female,5,1,0
7512,Smartphones,HP,1443,39,Male,6,5,1
7513,Headphones,Apple,533,23,Male,5,1,0
7514,Headphones,Other Brands,2167,57,Male,11,1,0
7515,Smartphones,Sony,1447,66,Male,10,3,0
7516,Headphones,Samsung,886,39,Female,15,1,1
7517,Smart Watches,Sony,1874,53,Female,14,3,1
7518,Headphones,HP,815,50,Male,7,3,0
7519,Headphones,Samsung,561,69,Male,11,2,0
7520,Tablets,Other Brands,1930,32,Female,3,5,1
7521,Smart Watches,Sony,512,39,Female,7,1,1
7522,Laptops,Samsung,2840,63,Female,11,1,1
7523,Smart Watches,Samsung,1523,34,Female,19,4,1
7524,Smartphones,Apple,296,59,Male,11,2,0
7525,Headphones,Apple,1710,69,Male,14,1,0
7526,Tablets,HP,2288,27,Female,4,4,1
7527,Tablets,Samsung,2765,34,Female,12,4,1
7528,Smart Watches,HP,2465,65,Male,10,1,0
7529,Smartphones,Apple,2355,19,Male,15,5,0
7530,Smartphones,Samsung,591,24,Female,16,3,0
7531,Laptops,Other Brands,562,55,Male,18,5,1
7532,Headphones,HP,2506,21,Female,15,4,1
7533,Laptops,Sony,1446,26,Male,7,1,0
7534,Headphones,Sony,2800,24,Female,17,3,0
7535,Laptops,HP,216,32,Male,15,4,1
7536,Smartphones,Other Brands,415,25,Male,13,4,0
7537,Tablets,HP,2830,60,Female,19,5,1
7538,Tablets,Apple,765,41,Male,15,3,0
7539,Smart Watches,Other Brands,131,55,Female,17,1,1
7540,Headphones,Sony,2256,69,Female,11,2,1
7541,Smart Watches,Other Brands,2366,46,Male,11,1,0
7542,Laptops,Samsung,213,61,Female,6,2,1
7543,Tablets,Sony,599,56,Male,14,3,0
7544,Laptops,Samsung,964,44,Male,18,5,1
7545,Headphones,Sony,2360,35,Female,19,5,1
7546,Headphones,Apple,2316,58,Female,19,3,1
7547,Smart Watches,Other Brands,1054,60,Male,14,5,1
7548,Laptops,HP,2480,18,Female,11,5,1
7549,Smartphones,Other Brands,1269,66,Female,15,2,1
7550,Laptops,Sony,850,51,Male,16,1,0
7551,Headphones,HP,1804,18,Female,12,5,1
7552,Smart Watches,Samsung,1030,33,Female,4,2,1
7553,Headphones,HP,957,33,Male,13,5,1
7554,Smartphones,HP,814,27,Female,4,4,1
7555,Smart Watches,Samsung,2782,62,Male,17,1,0
7556,Tablets,HP,1214,40,Male,3,5,1
7557,Smartphones,Other Brands,173,44,Male,7,3,0
7558,Tablets,Samsung,1453,47,Female,10,4,1
7559,Laptops,Other Brands,2316,35,Male,1,5,1
7560,Smartphones,Other Brands,1333,46,Female,10,4,1
7561,Headphones,HP,1662,59,Female,17,2,1
7562,Headphones,Samsung,1162,62,Female,14,2,1
7563,Smartphones,HP,1464,57,Female,12,5,1
7564,Tablets,Samsung,2517,51,Male,6,2,0
7565,Smart Watches,Samsung,1903,60,Female,14,4,1
7566,Laptops,Other Brands,1981,20,Female,4,2,0
7567,Laptops,Other Brands,103,49,Female,1,2,1
7568,Headphones,HP,2400,61,Male,11,5,1
7569,Headphones,Apple,1612,49,Female,15,2,1
7570,Tablets,Other Brands,704,68,Female,19,5,1
7571,Tablets,Apple,2308,65,Male,13,1,0
7572,Tablets,Samsung,1521,22,Male,5,2,0
7573,Smart Watches,Samsung,1760,54,Female,5,2,1
7574,Smart Watches,Samsung,246,62,Male,17,1,0
7575,Tablets,HP,250,38,Male,1,4,1
7576,Headphones,Apple,2269,49,Male,5,1,0
7577,Laptops,Other Brands,538,35,Male,9,3,0
7578,Smart Watches,Samsung,2090,40,Male,19,1,0
7579,Smart Watches,Other Brands,2757,44,Male,15,3,0
7580,Laptops,Other Brands,1934,41,Male,10,2,0
7581,Smart Watches,HP,2908,62,Male,12,4,1
7582,Smart Watches,Sony,2313,68,Male,16,1,0
7583,Headphones,Sony,2255,62,Female,15,2,1
7584,Smart Watches,Other Brands,1764,62,Male,11,4,1
7585,Headphones,Sony,1538,20,Male,1,5,0
7586,Tablets,Samsung,2235,63,Female,7,3,1
7587,Headphones,Sony,672,49,Male,19,5,1
7588,Headphones,Sony,2923,34,Female,5,3,1
7589,Smartphones,Samsung,573,66,Female,6,3,1
7590,Laptops,HP,2971,59,Female,8,4,1
7591,Smart Watches,Samsung,1921,62,Female,4,4,1
7592,Headphones,Other Brands,420,19,Female,3,3,0
7593,Tablets,Sony,2625,53,Female,14,1,1
7594,Tablets,HP,1636,35,Female,8,3,1
7595,Tablets,Samsung,1693,52,Male,13,3,0
7596,Laptops,HP,2007,66,Male,1,1,0
7597,Headphones,Samsung,2676,26,Male,13,2,0
7598,Tablets,Samsung,1946,63,Female,14,1,1
7599,Tablets,HP,1883,66,Female,10,2,1
7600,Smartphones,Apple,2369,69,Male,10,3,0
7601,Smart Watches,Samsung,629,30,Female,6,1,0
7602,Smart Watches,Samsung,727,24,Female,17,4,1
7603,Smartphones,Samsung,2727,32,Female,14,3,1
7604,Tablets,Other Brands,452,26,Female,13,3,0
7605,Smartphones,Other Brands,355,18,Male,16,4,0
7606,Smartphones,Apple,1609,22,Male,2,4,0
7607,Laptops,Other Brands,879,48,Female,5,1,1
7608,Smartphones,Apple,723,26,Male,18,1,0
7609,Headphones,Samsung,1268,45,Female,7,4,1
7610,Smartphones,Apple,1062,30,Female,10,3,0
7611,Laptops,Apple,2069,45,Female,9,2,1
7612,Laptops,Other Brands,1385,56,Male,14,3,0
7613,Smart Watches,Apple,1841,45,Female,12,3,1
7614,Smart Watches,Samsung,1156,69,Female,12,3,1
7615,Smartphones,Sony,2108,67,Male,12,1,0
7616,Headphones,HP,777,69,Female,17,5,1
7617,Smart Watches,HP,2202,67,Male,17,3,0
7618,Smart Watches,Apple,1694,69,Male,19,4,1
7619,Smart Watches,Apple,1717,54,Male,18,4,1
7620,Headphones,Sony,675,51,Female,18,2,1
7621,Laptops,HP,2342,31,Female,9,4,1
7622,Headphones,HP,2591,28,Female,6,5,1
7623,Laptops,HP,1625,66,Male,1,5,1
7624,Tablets,Sony,2710,56,Female,17,5,1
7625,Laptops,Samsung,884,61,Male,7,5,1
7626,Tablets,HP,1989,66,Male,12,4,1
7627,Headphones,Apple,346,35,Female,9,5,1
7628,Smartphones,Other Brands,1061,47,Female,10,2,1
7629,Smartphones,Other Brands,1718,66,Female,19,2,1
